Mats,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0s,4s,6s,Opposition Team,Player Name,Total Boundaries,Century,Half Century,Avg SR,Overall Performance,Performance Class
3,3,0,33,32,11.0,29,113.79,0,0,1,2,3,Scotland,Amjad Javed,5,0,0,113.79,35.637,High
1,1,0,40,40,40.0,33,121.21,0,0,0,5,2,Pakistan,Amjad Javed,7,0,0,121.21,38.463,High
1,1,0,56,56,56.0,99,56.56,0,1,0,7,1,West Indies,Amjad Javed,8,0,1,56.56,19.568,Other
3,3,0,66,42,22.0,60,110.0,0,0,0,8,1,Ireland,Amjad Javed,9,0,0,110.0,35.7,High
1,1,0,44,44,44.0,47,93.61,0,0,0,4,0,Scotland,AN Cook,4,0,0,93.61,29.282999999999998,High
6,6,1,89,51,17.8,163,54.6,0,1,1,10,0,South Africa,AN Cook,10,0,1,54.6,19.58,Other
2,2,0,112,112,56.0,123,91.05,1,0,1,13,1,West Indies,AN Cook,14,1,0,91.05,31.714999999999996,High
3,3,0,156,64,52.0,172,90.69,0,2,0,16,1,Bangladesh,AN Cook,17,0,1,90.69,32.507,High
7,7,0,256,78,36.57,304,84.21,0,2,1,27,3,New Zealand,AN Cook,30,0,1,84.21,34.462999999999994,High
4,4,0,323,137,80.75,363,88.98,2,1,0,34,1,Pakistan,AN Cook,35,1,1,88.98,37.593999999999994,High
10,10,0,319,58,31.9,418,76.31,0,1,0,39,1,Australia,AN Cook,40,0,1,76.31,35.093,High
16,16,2,574,119,41.0,724,79.28,1,3,0,61,1,Sri Lanka,AN Cook,62,1,1,79.28,42.78399999999999,High
20,20,1,629,80,33.1,810,77.65,0,6,1,82,2,India,AN Cook,84,0,1,77.65,48.695,High
1,1,0,10,10,10.0,18,55.55,0,0,0,1,0,South Africa,AN Kervezee,1,0,0,55.55,16.965,Other
1,1,0,11,11,11.0,23,47.82,0,0,0,1,0,India,AN Kervezee,1,0,0,47.82,14.646,Low
1,1,0,12,12,12.0,16,75.0,0,0,0,2,0,Ireland,AN Kervezee,2,0,0,75.0,23.1,Other
1,1,0,14,14,14.0,20,70.0,0,0,0,2,0,West Indies,AN Kervezee,2,0,0,70.0,21.6,Other
1,1,0,16,16,16.0,25,64.0,0,0,0,2,0,England,AN Kervezee,2,0,0,64.0,19.8,Other
2,2,0,33,18,16.5,40,82.5,0,0,0,5,0,Bangladesh,AN Kervezee,5,0,0,82.5,26.25,Other
2,2,0,81,49,40.5,92,88.04,0,0,0,2,4,Scotland,AN Kervezee,6,0,0,88.04,28.212000000000003,Other
3,3,0,109,92,36.33,133,81.95,0,1,0,13,1,Kenya,AN Kervezee,14,0,1,81.95,28.985,High
3,3,1,133,83,66.5,124,107.25,0,1,0,16,4,Afghanistan,AN Kervezee,20,0,1,107.25,38.375,High
1,1,0,6,6,6.0,9,66.66,0,0,0,1,0,Netherlands,AN Petersen,1,0,0,66.66,20.298,Other
2,2,0,17,16,8.5,33,51.51,0,0,0,1,0,West Indies,AN Petersen,1,0,0,51.51,15.753,Low
2,2,0,18,9,9.0,37,48.64,0,0,0,1,0,India,AN Petersen,1,0,0,48.64,14.892,Low
6,6,0,121,37,20.16,149,81.2,0,0,0,15,1,Sri Lanka,AN Petersen,16,0,0,81.2,29.16,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Scotland,Anamul Haque,0,0,0,0.0,0.0,Low
1,1,0,13,13,13.0,22,59.09,0,0,0,2,0,New Zealand,Anamul Haque,2,0,0,59.09,18.327,Other
2,2,0,30,29,15.0,64,46.87,0,0,0,4,0,Afghanistan,Anamul Haque,4,0,0,46.87,15.260999999999997,Low
1,1,0,100,100,100.0,132,75.75,1,0,0,6,4,Pakistan,Anamul Haque,10,1,0,75.75,25.924999999999997,Other
8,7,0,158,77,22.57,230,68.69,0,1,1,17,4,India,Anamul Haque,21,0,1,68.69,27.107,Other
11,10,0,224,49,22.4,326,68.71,0,0,2,21,3,Sri Lanka,Anamul Haque,24,0,0,68.71,27.812999999999995,Other
11,11,0,344,120,31.27,465,73.97,2,0,3,37,7,West Indies,Anamul Haque,44,1,0,73.97,35.590999999999994,High
10,10,0,389,95,38.9,463,84.01,0,4,0,36,9,Zimbabwe,Anamul Haque,45,0,1,84.01,38.903,High
2,2,1,2,1,2.0,13,15.38,0,0,0,0,0,P.N.G.,Ankur Vasishta,0,0,0,15.38,4.614,Low
1,1,0,16,16,16.0,31,51.61,0,0,0,1,0,U.A.E.,Ankur Vasishta,1,0,0,51.61,15.783,Low
1,1,0,18,18,18.0,25,72.0,0,0,0,0,0,Afghanistan,Ankur Vasishta,0,0,0,72.0,21.599999999999998,Other
1,1,0,10,10,10.0,18,55.55,0,0,0,1,0,Jersey,Ansh Tandon,1,0,0,55.55,16.965,Other
1,1,0,19,19,19.0,34,55.88,0,0,0,3,0,Pakistan,Anshuman Rath,3,0,0,55.88,17.663999999999998,Other
1,1,0,73,73,73.0,97,75.25,0,1,0,4,1,India,Anshuman Rath,5,0,1,75.25,24.275,Other
1,1,0,85,85,85.0,117,72.64,0,1,0,6,1,Zimbabwe,Anshuman Rath,7,0,1,72.64,24.092,Other
2,2,0,89,53,44.5,120,74.16,0,1,0,8,0,U.A.E.,Anshuman Rath,8,0,1,74.16,24.848,Other
4,4,0,142,97,35.5,189,75.13,0,1,1,12,3,Scotland,Anshuman Rath,15,0,1,75.13,27.238999999999997,Other
8,8,2,355,143,59.16,433,81.98,1,2,0,32,3,P.N.G.,Anshuman Rath,35,1,1,81.98,35.494,High
1,1,0,21,21,21.0,36,58.33,0,0,0,2,0,Afghanistan,Anwar Ali,2,0,0,58.33,18.099,Other
2,2,0,22,14,11.0,49,44.89,0,0,0,1,1,Australia,Anwar Ali,2,0,0,44.89,14.067,Low
3,1,1,38,38,0.0,23,165.21,0,0,0,2,2,Zimbabwe,Anwar Ali,4,0,0,165.21,50.763000000000005,High
3,3,1,51,43,25.5,61,83.6,0,0,0,7,0,South Africa,Anwar Ali,7,0,0,83.6,27.18,Other
4,3,0,54,24,18.0,77,70.12,0,0,0,5,1,England,Anwar Ali,6,0,0,70.12,22.836000000000002,Other
3,3,1,54,20,27.0,49,110.2,0,0,0,6,1,New Zealand,Anwar Ali,7,0,0,110.2,35.160000000000004,High
6,3,2,81,41,81.0,72,112.5,0,0,0,6,2,Sri Lanka,Anwar Ali,8,0,0,112.5,36.15,High
3,3,0,6,5,2.0,17,35.29,0,0,1,1,0,Sri Lanka,AP Devcich,1,0,0,35.29,10.887,Low
2,2,0,18,11,9.0,17,105.88,0,0,0,0,0,India,AP Devcich,0,0,0,105.88,31.763999999999996,High
4,3,0,84,58,28.0,108,77.77,0,1,1,10,0,Pakistan,AP Devcich,10,0,1,77.77,26.531,Other
3,3,0,87,46,29.0,111,78.37,0,0,0,14,0,Bangladesh,AP Devcich,14,0,0,78.37,27.711,Other
1,1,0,1,1,1.0,6,16.66,0,0,0,0,0,West Indies,Aqib Ilyas,0,0,0,16.66,4.998,Low
1,1,0,4,4,4.0,6,66.66,0,0,0,0,0,Netherlands,Aqib Ilyas,0,0,0,66.66,19.997999999999998,Other
1,1,0,6,6,6.0,13,46.15,0,0,0,0,0,Sri Lanka,Aqib Ilyas,0,0,0,46.15,13.844999999999999,Low
1,1,0,45,45,45.0,61,73.77,0,0,0,5,0,Zimbabwe,Aqib Ilyas,5,0,0,73.77,23.630999999999997,Other
1,1,0,52,52,52.0,49,106.12,0,1,0,8,0,Ireland,Aqib Ilyas,8,0,1,106.12,34.436,High
4,4,0,97,43,24.25,92,105.43,0,0,0,11,3,Namibia,Aqib Ilyas,14,0,0,105.43,35.829,High
3,2,1,125,109,125.0,142,88.02,1,0,0,14,1,Nepal,Aqib Ilyas,15,1,0,88.02,31.105999999999998,High
2,2,1,133,80,133.0,167,79.64,0,2,0,10,1,U.A.E.,Aqib Ilyas,11,0,1,79.64,27.392,Other
5,4,0,170,61,42.5,251,67.72,0,1,0,13,1,Scotland,Aqib Ilyas,14,0,1,67.72,24.716,Other
2,2,0,177,105,88.5,233,75.96,1,1,0,17,3,U.S.A.,Aqib Ilyas,20,1,1,75.96,29.187999999999995,High
4,4,0,194,63,48.5,235,82.55,0,2,0,19,1,P.N.G.,Aqib Ilyas,20,0,1,82.55,30.964999999999996,High
1,1,0,2,2,2.0,13,15.38,0,0,0,0,0,Pakistan,AR Berenger,0,0,0,15.38,4.614,Low
1,1,0,4,4,4.0,9,44.44,0,0,0,1,0,India,AR Berenger,1,0,0,44.44,13.632,Low
1,1,0,5,5,5.0,21,23.8,0,0,0,1,0,South Africa,AR Berenger,1,0,0,23.8,7.4399999999999995,Low
1,1,0,7,7,7.0,7,100.0,0,0,0,1,0,West Indies,AR Berenger,1,0,0,100.0,30.3,High
1,1,0,13,13,13.0,25,52.0,0,0,0,1,0,Ireland,AR Berenger,1,0,0,52.0,15.9,Low
1,1,0,22,22,22.0,36,61.11,0,0,0,3,0,Zimbabwe,AR Berenger,3,0,0,61.11,19.232999999999997,Other
4,4,0,152,66,38.0,193,78.75,0,2,0,19,0,Afghanistan,AR Berenger,19,0,1,78.75,29.525,High
1,1,1,2,2,0.0,3,66.66,0,0,0,0,0,Zimbabwe,AR Cusack,0,0,0,66.66,19.997999999999998,Other
2,2,0,3,2,1.5,12,25.0,0,0,0,0,0,West Indies,AR Cusack,0,0,0,25.0,7.5,Low
1,1,1,5,5,0.0,6,83.33,0,0,0,0,0,U.A.E.,AR Cusack,0,0,0,83.33,24.999,Other
1,1,0,7,7,7.0,11,63.63,0,0,0,1,0,South Africa,AR Cusack,1,0,0,63.63,19.389,Other
1,1,0,10,10,10.0,16,62.5,0,0,0,1,0,Sri Lanka,AR Cusack,1,0,0,62.5,19.05,Other
3,1,0,21,21,21.0,26,80.76,0,0,0,3,0,Canada,AR Cusack,3,0,0,80.76,25.128,Other
2,1,0,30,30,30.0,40,75.0,0,0,0,6,0,Australia,AR Cusack,6,0,0,75.0,24.3,Other
4,4,1,32,26,10.66,74,43.24,0,0,1,4,0,Afghanistan,AR Cusack,4,0,0,43.24,14.171999999999999,Low
5,4,1,32,26,10.66,72,44.44,0,0,1,1,0,Pakistan,AR Cusack,1,0,0,44.44,13.632,Low
2,2,0,35,24,17.5,43,81.39,0,0,0,4,0,India,AR Cusack,4,0,0,81.39,25.616999999999997,Other
2,2,1,45,45,45.0,89,50.56,0,0,1,4,0,Bangladesh,AR Cusack,4,0,0,50.56,16.368,Other
3,2,1,53,47,53.0,64,82.81,0,0,0,3,1,England,AR Cusack,4,0,0,82.81,26.043,Other
5,3,1,60,45,30.0,92,65.21,0,0,1,4,0,Netherlands,AR Cusack,4,0,0,65.21,20.762999999999998,Other
4,4,1,78,71,26.0,100,78.0,0,1,2,7,0,Scotland,AR Cusack,7,0,1,78.0,25.7,Other
3,3,1,88,59,44.0,142,61.97,0,1,0,7,0,Kenya,AR Cusack,7,0,1,61.97,20.891,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,P.N.G.,AR McBrine,0,0,0,0.0,0.0,Low
6,3,0,5,4,1.66,18,27.77,0,0,1,0,0,Bangladesh,AR McBrine,0,0,0,27.77,8.331,Low
1,1,0,7,7,7.0,9,77.77,0,0,0,0,0,Australia,AR McBrine,0,0,0,77.77,23.331,Other
1,1,1,14,14,0.0,21,66.66,0,0,0,0,1,Pakistan,AR McBrine,1,0,0,66.66,20.298,Other
1,1,0,17,17,17.0,19,89.47,0,0,0,3,0,Nepal,AR McBrine,3,0,0,89.47,27.740999999999996,Other
3,2,0,20,17,10.0,40,50.0,0,0,0,3,0,Netherlands,AR McBrine,3,0,0,50.0,15.9,Low
1,1,0,20,20,20.0,28,71.42,0,0,0,4,0,Oman,AR McBrine,4,0,0,71.42,22.625999999999998,Other
7,3,1,30,24,15.0,31,96.77,0,0,1,3,2,U.A.E.,AR McBrine,5,0,0,96.77,30.531,High
1,1,0,35,35,35.0,53,66.03,0,0,0,1,1,U.S.A.,AR McBrine,2,0,0,66.03,20.409000000000002,Other
6,2,1,37,32,37.0,62,59.67,0,0,0,4,0,Scotland,AR McBrine,4,0,0,59.67,19.101,Other
4,3,1,41,30,20.5,61,67.21,0,0,0,5,0,South Africa,AR McBrine,5,0,0,67.21,21.662999999999997,Other
4,3,0,68,40,22.66,84,80.95,0,0,0,5,1,England,AR McBrine,6,0,0,80.95,26.085,Other
3,3,0,93,39,31.0,126,73.8,0,0,0,15,1,New Zealand,AR McBrine,16,0,0,73.8,26.939999999999998,Other
2,2,0,96,79,48.0,85,112.94,0,1,0,10,2,Sri Lanka,AR McBrine,12,0,1,112.94,37.681999999999995,High
21,16,2,108,16,7.71,208,51.92,0,0,1,5,0,Afghanistan,AR McBrine,5,0,0,51.92,17.076,Other
8,7,2,171,59,34.2,264,64.77,0,1,0,17,3,West Indies,AR McBrine,20,0,1,64.77,25.630999999999997,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,P.N.G.,AR Nurse,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,South Africa,AR Nurse,0,0,0,0.0,0.0,Low
1,1,1,0,0,0.0,0,0.0,0,0,0,0,0,U.A.E.,AR Nurse,0,0,0,0.0,0.0,Low
1,1,0,5,5,5.0,8,62.5,0,0,0,0,0,Scotland,AR Nurse,0,0,0,62.5,18.75,Other
2,2,1,7,5,7.0,9,77.77,0,0,0,0,0,Sri Lanka,AR Nurse,0,0,0,77.77,23.331,Other
3,2,1,8,8,8.0,8,100.0,0,0,1,1,0,Zimbabwe,AR Nurse,1,0,0,100.0,30.3,High
3,1,1,10,10,0.0,14,71.42,0,0,0,1,0,Ireland,AR Nurse,1,0,0,71.42,21.726,Other
1,1,1,19,19,0.0,18,105.55,0,0,0,4,0,Australia,AR Nurse,4,0,0,105.55,32.865,High
4,4,0,31,27,7.75,56,55.35,0,0,0,3,0,New Zealand,AR Nurse,3,0,0,55.35,17.505,Other
5,3,2,48,26,48.0,59,81.35,0,0,0,4,0,Afghanistan,AR Nurse,4,0,0,81.35,25.604999999999997,Other
6,5,1,48,19,12.0,55,87.27,0,0,0,1,1,Bangladesh,AR Nurse,2,0,0,87.27,26.781,Other
9,8,1,84,40,12.0,91,92.3,0,0,1,7,2,India,AR Nurse,9,0,0,92.3,30.389999999999997,High
4,3,2,88,44,88.0,71,123.94,0,0,0,11,2,Pakistan,AR Nurse,13,0,0,123.94,41.081999999999994,High
13,9,3,154,43,25.66,124,124.19,0,0,0,12,7,England,AR Nurse,19,0,0,124.19,42.957,High
2,2,0,1,1,0.5,6,16.66,0,0,1,0,0,England,AR Patel,0,0,0,16.66,4.998,Low
9,4,2,10,6,5.0,16,62.5,0,0,0,1,0,Zimbabwe,AR Patel,1,0,0,62.5,19.05,Other
6,4,1,36,29,12.0,41,87.8,0,0,1,1,2,Australia,AR Patel,3,0,0,87.8,27.24,Other
4,4,2,37,15,18.5,50,74.0,0,0,0,0,2,South Africa,AR Patel,2,0,0,74.0,22.8,Other
7,3,0,79,38,26.33,80,98.75,0,0,0,4,3,New Zealand,AR Patel,7,0,0,98.75,31.725,High
5,3,1,86,64,43.0,64,134.37,0,1,0,4,6,West Indies,AR Patel,10,0,1,134.37,43.511,High
13,7,3,95,26,23.75,95,100.0,0,0,0,3,4,Sri Lanka,AR Patel,7,0,0,100.0,32.1,High
8,7,1,137,56,22.83,121,113.22,0,1,1,8,7,Bangladesh,AR Patel,15,0,1,113.22,38.666000000000004,High
1,1,0,4,4,4.0,12,33.33,0,0,0,0,0,Australia,AR White,0,0,0,33.33,9.998999999999999,Low
3,2,1,4,4,4.0,2,200.0,0,0,1,1,0,Pakistan,AR White,1,0,0,200.0,60.3,High
1,1,0,5,5,5.0,10,50.0,0,0,0,0,0,India,AR White,0,0,0,50.0,15.0,Low
3,3,0,17,15,5.66,27,62.96,0,0,1,1,0,Canada,AR White,1,0,0,62.96,19.188,Other
1,1,0,19,19,19.0,26,73.07,0,0,0,2,0,West Indies,AR White,2,0,0,73.07,22.520999999999997,Other
3,1,0,23,23,23.0,46,50.0,0,0,0,2,0,Netherlands,AR White,2,0,0,50.0,15.6,Low
1,1,0,31,31,31.0,35,88.57,0,0,0,1,1,Afghanistan,AR White,2,0,0,88.57,27.171,Other
3,2,0,34,24,17.0,81,41.97,0,0,0,2,0,Bangladesh,AR White,2,0,0,41.97,13.190999999999999,Low
3,2,0,38,28,19.0,55,69.09,0,0,0,2,0,Kenya,AR White,2,0,0,69.09,21.327,Other
3,3,0,88,47,29.33,144,61.11,0,0,1,3,0,Zimbabwe,AR White,3,0,0,61.11,19.232999999999997,Other
7,5,1,92,79,23.0,131,70.22,0,1,0,11,0,Scotland,AR White,11,0,1,70.22,24.566,Other
3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Pakistan,Arafat Sunny,0,0,0,0.0,0.0,Low
1,1,0,0,0,0.0,1,0.0,0,0,1,0,0,Afghanistan,Arafat Sunny,0,0,0,0.0,0.0,Low
1,1,1,3,3,0.0,3,100.0,0,0,0,0,0,England,Arafat Sunny,0,0,0,100.0,30.0,High
4,4,3,9,5,9.0,29,31.03,0,0,0,1,0,Sri Lanka,Arafat Sunny,1,0,0,31.03,9.609,Low
1,1,1,14,14,0.0,40,35.0,0,0,0,1,0,India,Arafat Sunny,1,0,0,35.0,10.8,Low
6,4,2,22,15,11.0,19,115.78,0,0,0,3,0,Zimbabwe,Arafat Sunny,3,0,0,115.78,35.634,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Zimbabwe,Ariful Haque,0,0,0,0.0,0.0,Low
3,1,0,9,9,9.0,9,100.0,0,0,0,0,1,New Zealand,Arshdeep Singh,1,0,0,100.0,30.3,High
1,1,0,12,12,12.0,22,54.54,0,0,0,1,0,Scotland,Aryan Lakra,1,0,0,54.54,16.662,Other
1,1,0,24,24,24.0,44,54.54,0,0,0,3,0,Namibia,Aryan Lakra,3,0,0,54.54,17.261999999999997,Other
1,1,0,25,25,25.0,68,36.76,0,0,0,0,1,Oman,Aryan Lakra,1,0,0,36.76,11.328,Low
1,1,0,53,53,53.0,109,48.62,0,1,0,2,0,Canada,Aryan Lakra,2,0,1,48.62,15.386,Low
5,5,0,66,51,13.2,125,52.8,0,1,1,6,1,P.N.G.,Aryan Lakra,7,0,1,52.8,18.139999999999997,Other
5,5,0,97,50,19.4,153,63.39,0,1,1,8,1,Nepal,Aryan Lakra,9,0,1,63.39,21.916999999999998,Other
2,2,0,110,84,55.0,147,74.82,0,1,0,15,1,U.S.A.,Aryan Lakra,16,0,1,74.82,27.445999999999998,Other
3,2,0,0,0,0.0,6,0.0,0,0,2,0,0,Netherlands,AS Hansra,0,0,0,0.0,0.0,Low
1,1,0,3,3,3.0,4,75.0,0,0,0,0,0,Australia,AS Hansra,0,0,0,75.0,22.5,Other
1,1,0,9,9,9.0,49,18.36,0,0,0,0,0,Sri Lanka,AS Hansra,0,0,0,18.36,5.508,Low
3,3,0,14,6,4.66,38,36.84,0,0,0,1,0,Scotland,AS Hansra,1,0,0,36.84,11.352000000000002,Low
1,1,0,20,20,20.0,41,48.78,0,0,0,1,1,Zimbabwe,AS Hansra,2,0,0,48.78,15.234,Low
1,1,0,43,43,43.0,75,57.33,0,0,0,4,1,Pakistan,AS Hansra,5,0,0,57.33,18.698999999999998,Other
3,3,1,57,30,28.5,72,79.16,0,0,0,3,1,Afghanistan,AS Hansra,4,0,0,79.16,24.947999999999997,Other
1,1,1,70,70,0.0,105,66.66,0,1,0,4,1,New Zealand,AS Hansra,5,0,1,66.66,21.697999999999997,Other
5,5,1,86,38,21.5,153,56.2,0,0,0,2,2,Ireland,AS Hansra,4,0,0,56.2,18.06,Other
5,4,1,119,70,39.66,182,65.38,0,1,0,12,2,Kenya,AS Hansra,14,0,1,65.38,24.013999999999996,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Nepal,AS Joseph,0,0,0,0.0,0.0,Low
3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Netherlands,AS Joseph,0,0,0,0.0,0.0,Low
6,2,1,0,0,0.0,5,0.0,0,0,1,0,0,Sri Lanka,AS Joseph,0,0,0,0.0,0.0,Low
1,1,0,3,3,3.0,5,60.0,0,0,0,0,0,U.S.A.,AS Joseph,0,0,0,60.0,18.0,Other
1,1,0,3,3,3.0,8,37.5,0,0,0,0,0,Zimbabwe,AS Joseph,0,0,0,37.5,11.25,Low
1,1,0,6,6,6.0,7,85.71,0,0,0,0,1,Scotland,AS Joseph,1,0,0,85.71,26.012999999999998,Other
2,2,2,14,13,0.0,13,107.69,0,0,0,1,1,South Africa,AS Joseph,2,0,0,107.69,32.907,High
3,1,1,22,22,0.0,13,169.23,0,0,0,2,1,England,AS Joseph,3,0,0,169.23,51.669,High
6,4,1,24,15,8.0,64,37.5,0,0,0,0,0,Pakistan,AS Joseph,0,0,0,37.5,11.25,Low
6,4,1,26,16,8.66,49,53.06,0,0,1,4,0,Ireland,AS Joseph,4,0,0,53.06,17.118,Other
6,2,1,28,27,28.0,39,71.79,0,0,0,2,1,Afghanistan,AS Joseph,3,0,0,71.79,22.437,Other
3,3,1,37,17,18.5,85,43.52,0,0,0,3,2,Australia,AS Joseph,5,0,0,43.52,14.556000000000001,Low
3,2,1,69,49,69.0,37,186.48,0,0,0,6,4,New Zealand,AS Joseph,10,0,0,186.48,58.943999999999996,High
7,7,3,69,29,17.25,72,95.83,0,0,1,6,3,Bangladesh,AS Joseph,9,0,0,95.83,31.448999999999998,High
14,7,3,83,29,20.75,139,59.71,0,0,1,3,5,India,AS Joseph,8,0,0,59.71,20.313,Other
2,2,2,16,16,0.0,20,80.0,0,0,0,2,0,Canada,AS Luseno,2,0,0,80.0,24.6,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Ireland,Asad Ali,0,0,0,0.0,0.0,Low
3,2,0,13,11,6.5,16,81.25,0,0,0,0,1,West Indies,Asad Ali,1,0,0,81.25,24.675,Other
1,1,0,9,9,9.0,19,47.36,0,0,0,0,0,Scotland,Asad Shafiq,0,0,0,47.36,14.208,Low
1,1,0,20,20,20.0,21,95.23,0,0,0,5,0,Afghanistan,Asad Shafiq,5,0,0,95.23,30.069,High
3,3,0,28,17,9.33,48,58.33,0,0,0,3,0,Bangladesh,Asad Shafiq,3,0,0,58.33,18.398999999999997,Other
6,6,0,66,26,11.0,122,54.09,0,0,0,4,0,New Zealand,Asad Shafiq,4,0,0,54.09,17.427,Other
2,2,0,71,41,35.5,96,73.95,0,0,0,5,0,India,Asad Shafiq,5,0,0,73.95,23.685,Other
3,3,0,92,84,30.66,112,82.14,0,1,0,10,0,Ireland,Asad Shafiq,10,0,1,82.14,27.842,Other
4,4,1,94,38,31.33,138,68.11,0,0,0,9,0,Sri Lanka,Asad Shafiq,9,0,0,68.11,23.133,Other
8,8,0,117,43,14.62,217,53.91,0,0,0,10,0,South Africa,Asad Shafiq,10,0,0,53.91,19.173,Other
8,7,1,165,71,27.5,238,69.32,0,2,3,12,0,West Indies,Asad Shafiq,12,0,1,69.32,24.595999999999997,Other
8,8,0,203,65,25.37,264,76.89,0,2,2,20,1,England,Asad Shafiq,21,0,1,76.89,29.567,High
7,6,2,223,78,55.75,319,69.9,0,2,0,14,1,Zimbabwe,Asad Shafiq,15,0,1,69.9,25.67,Other
9,9,0,248,56,27.55,385,64.41,0,2,0,16,3,Australia,Asad Shafiq,19,0,1,64.41,25.223,Other
1,1,0,0,0,0.0,5,0.0,0,0,1,0,0,South Africa,Asghar Afghan,0,0,0,0.0,0.0,Low
1,1,0,9,9,9.0,18,50.0,0,0,0,2,0,New Zealand,Asghar Afghan,2,0,0,50.0,15.6,Low
3,3,0,13,8,4.33,27,48.14,0,0,1,0,0,India,Asghar Afghan,0,0,0,48.14,14.442,Low
1,1,0,44,44,44.0,48,91.66,0,0,0,3,2,England,Asghar Afghan,5,0,0,91.66,28.997999999999998,High
2,2,0,70,66,35.0,116,60.34,0,1,0,6,0,Australia,Asghar Afghan,6,0,1,60.34,20.102,Other
3,3,0,82,54,27.33,96,85.41,0,1,0,10,1,Sri Lanka,Asghar Afghan,11,0,1,85.41,29.122999999999998,High
5,5,0,87,33,17.4,151,57.61,0,0,0,5,1,Canada,Asghar Afghan,6,0,0,57.61,19.083,Other
6,6,2,93,55,23.25,164,56.7,0,1,0,8,3,Kenya,Asghar Afghan,11,0,1,56.7,20.51,Other
5,5,0,101,46,20.2,119,84.87,0,0,0,6,5,U.A.E.,Asghar Afghan,11,0,0,84.87,28.761000000000003,High
10,9,1,112,28,14.0,192,58.33,0,0,1,6,0,Scotland,Asghar Afghan,6,0,0,58.33,19.299,Other
4,4,2,124,64,62.0,173,71.67,0,1,0,9,3,Netherlands,Asghar Afghan,12,0,1,71.67,25.301000000000002,Other
3,3,0,149,67,49.66,182,81.86,0,1,0,8,7,Pakistan,Asghar Afghan,15,0,1,81.86,29.258,High
8,6,0,177,86,29.5,207,85.5,0,1,0,10,8,West Indies,Asghar Afghan,18,0,1,85.5,31.25,High
8,8,1,226,90,32.28,320,70.62,0,2,0,13,6,Bangladesh,Asghar Afghan,19,0,1,70.62,27.086,Other
21,19,0,278,50,14.63,469,59.27,0,1,1,19,6,Zimbabwe,Asghar Afghan,25,0,1,59.27,25.480999999999998,Other
30,29,4,797,101,31.88,1181,67.48,1,3,3,55,23,Ireland,Asghar Afghan,78,1,1,67.48,44.044,High
5,5,0,29,10,5.8,62,46.77,0,0,0,2,0,Zimbabwe,Ashfaq Ahmed,2,0,0,46.77,14.631,Low
1,1,0,50,50,50.0,56,89.28,0,1,0,5,1,P.N.G.,Ashfaq Ahmed,6,0,1,89.28,28.784,High
4,4,0,70,45,17.5,76,92.1,0,0,1,9,2,Nepal,Ashfaq Ahmed,11,0,0,92.1,30.93,High
3,3,0,71,35,23.66,71,100.0,0,0,0,10,2,Ireland,Ashfaq Ahmed,12,0,0,100.0,33.6,High
3,3,0,124,92,41.33,122,101.63,0,1,0,12,4,Scotland,Ashfaq Ahmed,16,0,1,101.63,35.489,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Hong Kong,Asif Ali,0,0,0,0.0,0.0,Low
2,1,0,5,5,5.0,8,62.5,0,0,0,0,0,Australia,Asif Ali,0,0,0,62.5,18.75,Other
1,1,0,7,7,7.0,6,116.66,0,0,0,0,1,Afghanistan,Asif Ali,1,0,0,116.66,35.297999999999995,High
1,1,0,9,9,9.0,6,150.0,0,0,0,0,1,New Zealand,Asif Ali,1,0,0,150.0,45.3,High
2,2,0,21,19,10.5,34,61.76,0,0,0,2,0,South Africa,Asif Ali,2,0,0,61.76,19.128,Other
1,1,0,31,31,31.0,47,65.95,0,0,0,3,0,Bangladesh,Asif Ali,3,0,0,65.95,20.685,Other
2,2,0,39,30,19.5,31,125.8,0,0,0,1,3,India,Asif Ali,4,0,0,125.8,38.94,High
5,3,1,114,50,57.0,63,180.95,0,1,0,9,7,Zimbabwe,Asif Ali,16,0,1,180.95,59.285,High
6,5,0,156,52,31.2,119,131.09,0,2,0,7,9,England,Asif Ali,16,0,1,131.09,44.327,High
1,1,0,8,8,8.0,8,100.0,0,0,0,2,0,Hong Kong,Asif Iqbal,2,0,0,100.0,30.6,High
1,1,0,8,8,8.0,7,114.28,0,0,0,1,0,Sri Lanka,Asif Khan,1,0,0,114.28,34.583999999999996,High
1,1,0,9,9,9.0,16,56.25,0,0,0,1,0,Canada,Asif Khan,1,0,0,56.25,17.175,Other
1,1,0,17,17,17.0,30,56.66,0,0,0,2,0,Scotland,Asif Khan,2,0,0,56.66,17.598,Other
2,2,0,31,27,15.5,63,49.2,0,0,0,2,1,West Indies,Asif Khan,3,0,0,49.2,15.66,Low
